ID,Income_us,Gender,Age,Employment,Education,F1_importance,F2_importance,F3_importance,F4_importance,F5_importance,F1_functional,F1_dysfunctional,F2_functional,F2_dysfunctional,F3_functional,F3_dysfunctional,F4_dysfunctional,F4_functional,F5_functional,F5_dysfunctional
C4-11,prefer_not_to_answer,male,17,student_full_time,some_high_school_or_less,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,8,I like it,I can tolerate it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-12,50000_to_74999,female,29,employed_part_time,college_diploma,2,6,6,8,9 - Extremely important,I’m neutral,I like it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-13,prefer_not_to_answer,female,19,student_full_time,high_school_or_equivalent,5 - Important,7 - Very important,6,5 - Important,5 - Important,I can tolerate it,I expect it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-14,25000_to_34999,female,26,employed_full_time,university_undergraduate_degree,3 - Somewhat important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I’m neutral,I’m neutral,I expect it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
C4-15,15000_to_24999,male,46,employed_full_time,college_diploma,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I’m neutral,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I like it,I can tolerate it
C4-16,15000_to_24999,female,24,employed_full_time,college_diploma,3 - Somewhat important,7 - Very important,7 - Very important,9 - Extremely important,5 - Important,I’m neutral,I can tolerate it,I expect it,I’m neutral,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
C4-17,less_than_15,female,24,employed_part_time,high_school_or_equivalent,4,9 - Extremely important,9 - Extremely important,9 - Extremely important,7 - Very important,I’m neutral,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I expect it,I can tolerate it
C4-18,prefer_not_to_answer,male,21,other,other,5 - Important,5 - Important,5 - Important,7 - Very important,6,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral
C4-19,prefer_not_to_answer,female,31,temporarily-unemployed,high_school_or_equivalent,2,6,7 - Very important,9 - Extremely important,9 - Extremely important,I’m neutral,I expect it,I like it,I expect it,I like it,I can tolerate it,I dislike it,I like it,I like it,I expect it
C4-20,150000_to_249999,male,19,student_full_time,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I expect it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-21,prefer_not_to_answer,male,23,employed_part_time,high_school_or_equivalent,3 - Somewhat important,8,8,9 - Extremely important,9 - Extremely important,I can tolerate it,I expect it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I dislike it
C4-22,35000_to_49999,male,32,employed_part_time,high_school_or_equivalent,5 - Important,7 - Very important,5 - Important,5 - Important,4,I like it,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-23,100000_to_149999,male,35,employed_full_time,masters_graduate_degree,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I’m neutral,I’m neutral
C4-24,35000_to_49999,female,27,employed_full_time,college_diploma,4,7 - Very important,6,9 - Extremely important,5 - Important,I like it,I’m neutral,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I’m neutral,I can tolerate it
C4-25,50000_to_74999,male,25,employed_full_time,high_school_or_equivalent,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it
C4-26,50000_to_74999,female,35,employed_part_time,high_school_or_equivalent,6,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I expect it,I dislike it
C4-27,50000_to_74999,male,21,student_full_time,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,9 - Extremely important,9 - Extremely important,I like it,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I dislike it,I dislike it
C4-28,50000_to_74999,female,29,employed_full_time,university_undergraduate_degree,4,6,7 - Very important,9 - Extremely important,5 - Important,I’m neutral,I expect it,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I like it,I’m neutral
C4-29,15000_to_24999,male,29,employed_full_time,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I dislike it,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I dislike it,I like it
C4-30,prefer_not_to_answer,female,31,employed_part_time,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,7 - Very important,9 - Extremely important,I dislike it,I expect it,I expect it,I’m neutral,I expect it,I can tolerate it,I dislike it,I dislike it,I like it,I’m neutral
C4-31,15000_to_24999,female,42,employed_full_time,university_undergraduate_degree,4,9 - Extremely important,9 - Extremely important,9 - Extremely important,7 - Very important,I’m neutral,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-32,75000_to_99999,male,26,student_full_time,doctorate,4,6,9 - Extremely important,8,7 - Very important,I expect it,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I like it
C4-33,35000_to_49999,male,26,employed_part_time,high_school_or_equivalent,5 - Important,6,5 - Important,7 - Very important,3 - Somewhat important,I like it,I’m neutral,I expect it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-34,less_than_15,female,21,other,college_diploma,3 - Somewhat important,4,5 - Important,9 - Extremely important,5 - Important,I like it,I like it,I like it,I dislike it,I like it,I’m neutral,I dislike it,I like it,I like it,I like it
C4-35,50000_to_74999,female,19,student_full_time,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,7 - Very important,7 - Very important,I’m neutral,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-36,35000_to_49999,male,36,employed_part_time,college_diploma,5 - Important,5 - Important,7 - Very important,7 - Very important,6,I like it,I can tolerate it,I’m neutral,I like it,I like it,I like it,I like it,I like it,I like it,I’m neutral
C4-37,less_than_15,female,42,disability,high_school_or_equivalent,3 - Somewhat important,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,I’m neutral,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-38,25000_to_34999,female,20,self_employed,high_school_or_equivalent,6,6,7 - Very important,7 - Very important,7 - Very important,I can tolerate it,I expect it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-39,50000_to_74999,female,23,student_full_time,university_undergraduate_degree,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I dislike it,I like it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
C4-40,prefer_not_to_answer,female,20,employed_full_time,high_school_or_equivalent,2,7 - Very important,9 - Extremely important,9 - Extremely important,5 - Important,I can tolerate it,I can tolerate it,I expect it,I can tolerate it,I expect it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-41,less_than_15,male,20,disability,some_high_school_or_less,5 - Important,5 - Important,5 - Important,7 - Very important,6,I can tolerate it,I’m neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it
C4-42,prefer_not_to_answer,male,21,student_part_time,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I’m neutral,I can tolerate it,I expect it,I can tolerate it,I can tolerate it,I dislike it,I dislike it,I expect it,I dislike it
C4-43,less_than_15,female,31,other,high_school_or_equivalent,5 - Important,7 - Very important,5 - Important,9 - Extremely important,7 - Very important,I like it,I’m neutral,I like it,I can tolerate it,I like it,I dislike it,I’m neutral,I like it,I like it,I’m neutral
C4-44,35000_to_49999,female,26,self_employed,high_school_or_equivalent,9 - Extremely important,7 - Very important,7 - Very important,7 - Very important,6,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-45,15000_to_24999,female,21,homemaker,high_school_or_equivalent,1 - Not at all important,5 - Important,7 - Very important,7 - Very important,5 - Important,I’m neutral,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-46,prefer_not_to_answer,male,30,employed_full_time,university_undergraduate_degree,3 - Somewhat important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I’m neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-47,35000_to_49999,female,20,temporarily-unemployed,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,I can tolerate it,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I expect it,I dislike it
C4-48,15000_to_24999,male,28,employed_full_time,masters_graduate_degree,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I’m neutral,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-49,50000_to_74999,female,40,employed_full_time,university_undergraduate_degree,1 - Not at all important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-50,75000_to_99999,female,43,temporarily-unemployed,high_school_or_equivalent,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I expect it,I’m neutral,I like it,I’m neutral,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
C4-51,100000_to_149999,female,19,employed_full_time,high_school_or_equivalent,5 - Important,6,5 - Important,6,4,I expect it,I expect it,I expect it,I expect it,I like it,I’m neutral,I dislike it,I dislike it,I’m neutral,I can tolerate it
C4-52,35000_to_49999,female,36,employed_full_time,high_school_or_equivalent,2,7 - Very important,9 - Extremely important,9 - Extremely important,8,I’m neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-53,15000_to_24999,male,22,self_employed,high_school_or_equivalent,7 - Very important,6,7 - Very important,6,6,I’m neutral,I expect it,I can tolerate it,I expect it,I expect it,I’m neutral,I can tolerate it,I expect it,I dislike it,I dislike it
C4-54,75000_to_99999,female,31,self_employed,university_undergraduate_degree,1 - Not at all important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I dislike it,I expect it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
C4-55,less_than_15,female,42,disability,college_diploma,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I like it,I’m neutral,I expect it,I dislike it,I’m neutral,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-56,prefer_not_to_answer,male,20,student_part_time,high_school_or_equivalent,5 - Important,6,7 - Very important,9 - Extremely important,7 - Very important,I’m neutral,I’m neutral,I expect it,I expect it,I like it,I dislike it,I dislike it,I like it,I expect it,I’m neutral
C4-57,50000_to_74999,male,30,employed_full_time,high_school_or_equivalent,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I’m neutral,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-58,15000_to_24999,female,34,temporarily-unemployed,high_school_or_equivalent,4,6,4,9 - Extremely important,7 - Very important,I can tolerate it,I expect it,I expect it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
C4-59,prefer_not_to_answer,female,20,student_full_time,some_high_school_or_less,5 - Important,7 - Very important,9 - Extremely important,9 - Extremely important,5 - Important,I’m neutral,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-60,25000_to_34999,female,42,temporarily-unemployed,high_school_or_equivalent,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,I can tolerate it,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-61,75000_to_99999,female,24,temporarily-unemployed,high_school_or_equivalent,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I’m neutral,I like it,I expect it,I’m neutral,I expect it,I’m neutral,I like it,I expect it,I like it,I expect it
C4-62,100000_to_149999,male,27,employed_full_time,masters_graduate_degree,7 - Very important,8,8,9 - Extremely important,5 - Important,I’m neutral,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-63,25000_to_34999,female,30,homemaker,college_diploma,3 - Somewhat important,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I’m neutral,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-64,less_than_15,male,24,student_full_time,university_undergraduate_degree,5 - Important,7 - Very important,7 - Very important,7 - Very important,5 - Important,I like it,I expect it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-65,150000_to_249999,male,35,employed_full_time,masters_graduate_degree,9 - Extremely important,7 - Very important,6,9 - Extremely important,6,I can tolerate it,I dislike it,I expect it,I dislike it,I’m neutral,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
C4-66,less_than_15,male,19,self_employed,high_school_or_equivalent,4,6,7 - Very important,9 - Extremely important,7 - Very important,I expect it,I’m neutral,I expect it,I expect it,I like it,I can tolerate it,I dislike it,I expect it,I expect it,I can tolerate it
C4-67,less_than_15,non_binary,22,self_employed,high_school_or_equivalent,4,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,I’m neutral,I’m neutral,I expect it,I like it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
C4-68,35000_to_49999,male,35,self_employed,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-69,prefer_not_to_answer,female,19,student_full_time,some_high_school_or_less,3 - Somewhat important,7 - Very important,7 - Very important,7 - Very important,6,I’m neutral,I’m neutral,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
C4-70,250000_or_more,female,22,employed_full_time,university_undergraduate_degree,7 - Very important,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I can tolerate it,I expect it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I expect it,I can tolerate it
C4-71,50000_to_74999,female,35,homemaker,university_undergraduate_degree,5 - Important,5 - Important,7 - Very important,9 - Extremely important,5 - Important,I dislike it,I’m neutral,I’m neutral,I’m neutral,I can tolerate it,I expect it,I dislike it,I like it,I like it,I dislike it
C4-72,250000_or_more,male,40,employed_full_time,masters_graduate_degree,7 - Very important,5 - Important,7 - Very important,7 - Very important,7 - Very important,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
C4-73,25000_to_34999,female,31,homemaker,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I dislike it,I like it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-74,25000_to_34999,female,40,employed_full_time,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I expect it,I’m neutral,I’m neutral,I’m neutral
C4-75,prefer_not_to_answer,female,21,student_full_time,college_diploma,7 - Very important,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,I’m neutral,I’m neutral,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-76,less_than_15,female,30,employed_part_time,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I like it,I like it,I expect it,I’m neutral,I like it,I like it,I can tolerate it,I expect it,I like it
C4-77,50000_to_74999,female,23,employed_full_time,university_undergraduate_degree,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,I like it,I expect it,I like it,I like it,I like it,I like it,I like it,I like it,I expect it,I like it
C4-78,50000_to_74999,female,33,homemaker,high_school_or_equivalent,4,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
C4-79,75000_to_99999,male,19,student_full_time,some_high_school_or_less,9 - Extremely important,4,3 - Somewhat important,5 - Important,9 - Extremely important,I expect it,I’m neutral,I like it,I dislike it,I like it,I like it,I dislike it,I like it,I like it,I dislike it
C4-80,prefer_not_to_answer,female,20,student_full_time,high_school_or_equivalent,6,5 - Important,4,6,5 - Important,I expect it,I expect it,I’m neutral,I can tolerate it,I expect it,I’m neutral,I expect it,I like it,I’m neutral,I expect it
C4-81,15000_to_24999,female,34,employed_full_time,college_diploma,7 - Very important,5 - Important,5 - Important,5 - Important,7 - Very important,I expect it,I can tolerate it,I expect it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I expect it,I expect it,I dislike it
C4-82,150000_to_249999,male,32,employed_full_time,university_undergraduate_degree,5 - Important,7 - Very important,6,7 - Very important,6,I like it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I’m neutral,I can tolerate it
C4-83,less_than_15,female,21,self_employed,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,7 - Very important,9 - Extremely important,7 - Very important,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral,I’m neutral
C4-84,50000_to_74999,female,35,homemaker,high_school_or_equivalent,6,7 - Very important,7 - Very important,9 - Extremely important,7 - Very important,I can tolerate it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-85,prefer_not_to_answer,male,21,student_full_time,high_school_or_equivalent,5 - Important,7 - Very important,8,8,8,I’m neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
C4-86,prefer_not_to_answer,male,19,student_full_time,some_high_school_or_less,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,5 - Important,I can tolerate it,I’m neutral,I expect it,I dislike it,I expect it,I can tolerate it,I dislike it,I expect it,I like it,I expect it
